Unnamed: 0, , .1, .2, .3, .4, .5, .6, .7
North America, , , , Avg BP Per Pair, , 1200, , 
, , , , New Equipment %, , 1, , 
, , , , Upgrade A (0/1), , 0, , 
, , , , , , , , 
, , Reject Rate ---------------, , Number of Models, , 0.005, , 
, ,   Percentages, , TQM (GTD Avg), , 0.026, , 
, , , , Incentive Pay ($/pr), , 0.012, , 
, , , , Avg BP Per Pair, , 0.024, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade A (mult), , 1, , 
, , , , , , , , 
, , , , Reject Rate %, , 0.067, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Productivity, Industry --------------------, , Comp -----------, Base, 34340, , 
  AND, ,   Averages, , $/worker, Incent, 4650, , 
WORKFORCE, , , , , Fringe, 2404, , 
North America, , , , ,   Tot Reg, 41394, , 
, , , , , OT Pay, 5130, , 
, , , , ,   Tot Comp, 46524, , 
, , , , Supervisory Salary, , 60600, , 
, , , , Incent as % of Reg, , 0.112, , 
, , , , Base Productivity, , 4499, , 
, , , , Current Productivity, , 5066, , 
, , Productivity ---------------, , Wage Change %, , 0.02, , 
, ,   Variables, , Incentive -----------, $/Worker, 5813, , 
, , , ,   Pay, Reg Comp, 43500, , 
, , , , ,  % of Reg, 0.134, , 
, , , , Reg Comp % IndAvg, , 1.05, , 
, , , , Fringe % Reg Comp, , 0.069, , 
, , , , Best Prac $/Worker, , 600, , 
, , , , Number of Models, , 200, , 
, , , , Supervisory Ratio, , 25, , 
, , , , Sup Sal % Ind Avg, , 1.01, , 
, , , , Upgrade D (0/1), , 0, , 
, , , , OT Pay % of Comp, , 0, , 
, , Productivity ---------------, , Wage Change %, , 0.003, , 
, ,   Percentage, , Incent as % of Reg, , -0.0002, , 
, ,   Adjustments, , Reg Comp % IndAvg, , 0.005, , 
, , , , Fringe % Reg Comp, , -0.0004, , 
, , , , Best Prac $/Worker, , 0, , 
, , , , Number of Models, , 0, , 
, , , , Supervisory Ratio, , 0.009, , 
, , , , Sup Sal % Ind Avg, , 0, , 
, , , , Upgrade D (mult), , 0, , 
, , , , OT Pay % of Comp, , 0, , 
, , Worker ----------------------, , Beginning Base, , 4500, , 
, ,   Productivity, , New Base, , 4514, , 
, , , , Current-Year , , 5074, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Private-Label, Private-Label Cost Allocation %, , , , 0, , 
  AND,   Production, , , , , , , 
WORKFORCE,   Costs, $000s ------------, Materials Costs -------------, , Standard, 0, , 
North America, , , , , Superior, 0, , 
, , , , ,   Total, 0, , 
, , , Labor Costs, , , 0, , 
, , , Best Practices Training, , , 0, , 
, , , Supervisory Costs, , , 0, , 
, , , Enhanced Styling/Features, , , 0, , 
, , , TQM/6-Sigma Program, , , 0, , 
, , , Production Run Setup, , , 0, , 
, , , Facilities Maintenance, , , 0, , 
, , , Depreciation Expense, , , 0, , 
, , , , , , , , 
, , ,   Total Production Costs, , , 0, , 
, , ,     Per Pair Produced, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, S/Q Rating, S/Q Variables ---------------, , Superior Materiasl %, , 0.2, , 
  AND, (Private-Label), , , Style/Feat per Model, , 6, , 
WORKFORCE, , , , TQM ----------, Current, 1, , 
North America, , , , , GTD Avg, 1, , 
, , , , Avg BP per Worker, , 1200, , 
, , , , New Equipment %, , 1, , 
, , , , Upgrade C (1/0), , 0, , 
, , , , , , , , 
, , S/Q Points ---------------, , Superior Materiasl %, , 10.3, , 
, , , , Style/Feat per Model, , 1.5, , 
, , , , TQM ----------, Current, 4.1, , 
, , , , , Cumulate, 8.5, , 
, , , , Avg BP per Worker, , 2.4, , 
, , , , New Equipment %, , 5, , 
, , , , Upgrade C (points), , 0, , 
, , , , , , , , 
, , , , Total S/Q Points, , 31.8, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Reject Rate, Reject Rate ------------------, , Number of Models, , 100, , 
  AND, (Private-Label),   Variables, , TQM (GTD Avg), , 1, , 
WORKFORCE, , , , Incentive Pay ($/pr), , 1.25, , 
North America, , , , Avg BP Per Pair, , 1200, , 
, , , , New Equipment %, , 1, , 
, , , , Upgrade A (0/1), , 0, , 
, , , , , , , , 
, , Reject Rate ---------------, , Number of Models, , 0.004, , 
, ,   Percentages, , TQM (GTD Avg), , 0.026, , 
, , , , Incentive Pay ($/pr), , 0.012, , 
, , , , Avg BP Per Pair, , 0.024, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade A (mult), , 1, , 
, , , , , , , , 
, , , , Reject Rate %, , 0.066, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Production, Branded -----------, Pairs -----------, Regular Time, , 0, , 
  AND, Statistics, ,   Prod, Overtime, , 0, , 
WORKFORCE, , , , Rejected, , 0, , 
Europe-Africa, , , ,   Net Production, , 0, , 
, , , , , , , , 
, , , S/Q Rating of Pairs Produced, , , 0, , 
, , , Number of Models Produced, , , 0, , 
, , , , , , , , 
, , Capability Remaining for P-Label (pairs), , , , 0, , 
, , , , , , , , 
, , , Reject Rate (%), , , 0, , 
, , , Cost of Rejects-----------, , $000s, 0, , 
, , , , , $/pair, 0, , 
, , , , , , , , 
, , P-Label ------------, Pairs -----------, Regular Time, , 0, , 
, , ,   Prod, Overtime, , 0, , 
, , , , Rejected, , 0, , 
, , , ,   Net Production, , 0, , 
, , , , , , , , 
, , , S/Q Rating of Pairs Produced, , , 0, , 
, , , Number of Models Produced, , , 0, , 
, , , , , , , , 
, , , Reject Rate (%), , , 0, , 
, , , Cost of Rejects-----------, , $000s, 0, , 
, , , , , $/pair, 0, , 
, , , , , , , , 
, , Production Capability (000s w/o OT), , , , 0, , 
, , Total Pairs Produced (000s), , , , 0, , 
, , Utilization of Production Capability (%), , , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Workforce, Minimum Annual Base Wage, , , , 20400, , 
  AND, Statistics, , , , , , , 
WORKFORCE, , Compen ---------, Annual ------, Base Wages, , 0, , 
Europe-Africa, ,   sation,   ($/worker), Incentive Pay, , 0, , 
, , , , Fringe Benefits, , 0, , 
, , , ,   Regular Comp., , 0, , 
, , , , Overtime Pay, , 0, , 
, , , ,   Total Comp., , 0, , 
, , , , , , , , 
, , , , Best Practices, , 0, , 
, , , , , , , , 
, , , , Minimum Sup Salary, , 36000, , 
, , , , Supervisory Comp, , 0, , 
, , , , , , , , 
, , , Total ---------, Base Wages, , 0, , 
, , ,   Cost, Incentive Pay, , 0, , 
, , ,   ($000s), Fringe Benefits, , 0, , 
, , , ,   Regular Comp., , 0, , 
, , , , Overtime Pay, , 0, , 
, , , ,   Total Comp., , 0, , 
, , , , , , , , 
, , , , Best Practices, , 0, , 
, , , , Supervisory Comp, , 0, , 
, , , , , , , , 
, , Incentive Pay as % of Regular Comp., , , , 0, , 
, , , , Cumulative BP $, , 0, , 
, , Cumulative Best  ----------, , Cumulative Workers, , 0, , 
, ,   Practices, , Cumulative Pairs, , 0, , 
, , , ,   $ Per Worker, , 0, , 
, , , ,   $ Per Pair, , 0, , 
, , , , , , , , 
, , Prior Year -------------------, , Worker Productivity, , 0, , 
, , , , Number of Workers, , 0, , 
, , , , Number of Supervisors, , 0, , 
, , , , , , , , 
, , Curretn Year ---------------, , Worker Productivity, , 0, , 
, , , , Number of Workers, , 0, , 
, , , , Number of Supervisors, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Branded, Global Materials Costs ----------------, , , Standard, 5.58, , 
  AND, Production, , , , Superior, 15.43, , 
WORKFORCE, Costs, Materials Cost Impact from Best Practices, , , , 0, , 
Europe-Africa, , , , , , , , 
, , Branded Cost Allocation %, , , , 1, , 
, , , , , , , , 
, , $000s ------------, Materials Costs -------------, , Standard, 0, , 
, , , , , Superior, 0, , 
, , , , ,   Total, 0, , 
, , , Labor Costs, , , 0, , 
, , , Best Practices Training, , , 0, , 
, , , Supervisory Costs, , , 0, , 
, , , Enhanced Styling/Features, , , 0, , 
, , , TQM/6-Sigma Program, , , 0, , 
, , , Production Run Setup, , , 0, , 
, , , Facilities Maintenance, , , 0, , 
, , , Depreciation Expense, , , 0, , 
, , , , , , , , 
, , ,   Total Production Costs, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, S/Q Rating, S/Q Variables ---------------, , Superior Materiasl %, , 0, , 
  AND,   (Branded), , , Style/Feat per Model, , 0, , 
WORKFORCE, , , , TQM ----------, Current, 0, , 
Europe-Africa, , , , , GTD Avg, 0, , 
, , , , Avg BP per Worker, , 0, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (1/0), , 0, , 
, , , , , , , , 
, , S/Q Points ---------------, , Superior Materiasl %, , 0, , 
, , , , Style/Feat per Model, , 0, , 
, , , , TQM ----------, Current, 0, , 
, , , , , Cumulate, 0, , 
, , , , Avg BP per Worker, , 1.3, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (points), , 0, , 
, , , , , , , , 
, , , , Total S/Q Points, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Reject Rate, Reject Rate ------------------, , Number of Models, , 0, , 
  AND,   (Branded),   Variables, , TQM (GTD Avg), , 0, , 
WORKFORCE, , , , Incentive Pay ($/pr), , 0, , 
Europe-Africa, , , , Avg BP Per Pair, , 0, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade A (0/1), , 0, , 
, , , , , , , , 
, , Reject Rate ---------------, , Number of Models, , 0, , 
, ,   Percentages, , TQM (GTD Avg), , 0.05, , 
, , , , Incentive Pay ($/pr), , 0.03, , 
, , , , Avg BP Per Pair, , 0.024, , 
, , , , New Equipment %, , 0.02, , 
, , , , Upgrade A (mult), , 1, , 
, , , , , , , , 
, , , , Reject Rate %, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Productivity, Industry --------------------, , Comp -----------, Base, 20604, , 
  AND, ,   Averages, , $/worker, Incent, 2790, , 
WORKFORCE, , , , , Fringe, 1800, , 
Europe-Africa, , , , ,   Tot Reg, 25194, , 
, , , , , OT Pay, 0, , 
, , , , ,   Tot Comp, 25194, , 
, , , , Supervisory Salary, , 36360, , 
, , , , Incent as % of Reg, , 0.111, , 
, , , , Base Productivity, , 3500, , 
, , , , Current Productivity, , 0, , 
, , Productivity ---------------, , Wage Change %, , 0, , 
, ,   Variables, , Incentive -----------, $/Worker, 0, , 
, , , ,   Pay, Reg Comp, 0, , 
, , , , ,  % of Reg, 0, , 
, , , , Reg Comp % IndAvg, , 0, , 
, , , , Fringe % Reg Comp, , 0, , 
, , , , Best Prac $/Worker, , 0, , 
, , , , Number of Models, , 0, , 
, , , , Supervisory Ratio, , 0, , 
, , , , Sup Sal % Ind Avg, , 0, , 
, , , , Upgrade D (0/1), , 0, , 
, , , , OT Pay % of Comp, , 0, , 
, , Productivity ---------------, , Wage Change %, , -0.005, , 
, ,   Percentage, , Incent as % of Reg, , 0.0036, , 
, ,   Adjustments, , Reg Comp % IndAvg, , 0, , 
, , , , Fringe % Reg Comp, , -0.0246, , 
, , , , Best Prac $/Worker, , -0.01, , 
, , , , Number of Models, , 0, , 
, , , , Supervisory Ratio, , 0, , 
, , , , Sup Sal % Ind Avg, , 0, , 
, , , , Upgrade D (mult), , 0, , 
, , , , OT Pay % of Comp, , 0, , 
, , Worker ----------------------, , Beginning Base, , 3500, , 
, ,   Productivity, , New Base, , 3500, , 
, , , , Current-Year , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Private-Label, Private-Label Cost Allocation %, , , , 0, , 
  AND,   Production, , , , , , , 
WORKFORCE,   Costs, $000s ------------, Materials Costs -------------, , Standard, 0, , 
Europe-Africa, , , , , Superior, 0, , 
, , , , ,   Total, 0, , 
, , , Labor Costs, , , 0, , 
, , , Best Practices Training, , , 0, , 
, , , Supervisory Costs, , , 0, , 
, , , Enhanced Styling/Features, , , 0, , 
, , , TQM/6-Sigma Program, , , 0, , 
, , , Production Run Setup, , , 0, , 
, , , Facilities Maintenance, , , 0, , 
, , , Depreciation Expense, , , 0, , 
, , , , , , , , 
, , ,   Total Production Costs, , , 0, , 
, , ,     Per Pair Produced, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, S/Q Rating, S/Q Variables ---------------, , Superior Materiasl %, , 0, , 
  AND, (Private-Label), , , Style/Feat per Model, , 0, , 
WORKFORCE, , , , TQM ----------, Current, 0, , 
Europe-Africa, , , , , GTD Avg, 0, , 
, , , , Avg BP per Worker, , 0, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (1/0), , 0, , 
, , , , , , , , 
, , S/Q Points ---------------, , Superior Materiasl %, , 0, , 
, , , , Style/Feat per Model, , -1.2, , 
, , , , TQM ----------, Current, 0, , 
, , , , , Cumulate, 0, , 
, , , , Avg BP per Worker, , 1.3, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (points), , 0, , 
, , , , , , , , 
, , , , Total S/Q Points, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Reject Rate, Reject Rate ------------------, , Number of Models, , 0, , 
  AND, (Private-Label),   Variables, , TQM (GTD Avg), , 0, , 
WORKFORCE, , , , Incentive Pay ($/pr), , 0, , 
Europe-Africa, , , , Avg BP Per Pair, , 0, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade A (0/1), , 0, , 
, , , , , , , , 
, , Reject Rate ---------------, , Number of Models, , 0, , 
, ,   Percentages, , TQM (GTD Avg), , 0.05, , 
, , , , Incentive Pay ($/pr), , 0.03, , 
, , , , Avg BP Per Pair, , 0.024, , 
, , , , New Equipment %, , 0.02, , 
, , , , Upgrade A (mult), , 1, , 
, , , , , , , , 
, , , , Reject Rate %, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Production, Branded -----------, Pairs -----------, Regular Time, , 4000, , 
  AND, Statistics, ,   Prod, Overtime, , 453, , 
WORKFORCE, , , , Rejected, , 330, , 
Asia-Pacific, , , ,   Net Production, , 4123, , 
, , , , , , , , 
, , , S/Q Rating of Pairs Produced, , , 4.7, , 
, , , Number of Models Produced, , , 150, , 
, , , , , , , , 
, , Capability Remaining for P-Label (pairs), , , , 347, , 
, , , , , , , , 
, , , Reject Rate (%), , , 0.074, , 
, , , Cost of Rejects-----------, , $000s, 7339, , 
, , , , , $/pair, 1.78, , 
, , , , , , , , 
, , P-Label ------------, Pairs -----------, Regular Time, , 0, , 
, , ,   Prod, Overtime, , 347, , 
, , , , Rejected, , 29, , 
, , , ,   Net Production, , 318, , 
, , , , , , , , 
, , , S/Q Rating of Pairs Produced, , , 3.1, , 
, , , Number of Models Produced, , , 100, , 
, , , , , , , , 
, , , Reject Rate (%), , , 0.083, , 
, , , Cost of Rejects-----------, , $000s, 671, , 
, , , , , $/pair, 2.11, , 
, , , , , , , , 
, , Production Capability (000s w/o OT), , , , 4000, , 
, , Total Pairs Produced (000s), , , , 4800, , 
, , Utilization of Production Capability (%), , , , 1.2, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Workforce, Minimum Annual Base Wage, , , , 12000, , 
  AND, Statistics, , , , , , , 
WORKFORCE, , Compen ---------, Annual ------, Base Wages, , 12240, , 
Asia-Pacific, ,   sation,   ($/worker), Incentive Pay, , 4926, , 
, , , , Fringe Benefits, , 1536, , 
, , , ,   Regular Comp., , 18702, , 
, , , , Overtime Pay, , 4652, , 
, , , ,   Total Comp., , 23354, , 
, , , , , , , , 
, , , , Best Practices, , 400, , 
, , , , , , , , 
, , , , Minimum Sup Salary, , 25000, , 
, , , , Supervisory Comp, , 25500, , 
, , , , , , , , 
, , , Total ---------, Base Wages, , 13807, , 
, , ,   Cost, Incentive Pay, , 5557, , 
, , ,   ($000s), Fringe Benefits, , 1733, , 
, , , ,   Regular Comp., , 21097, , 
, , , , Overtime Pay, , 5247, , 
, , , ,   Total Comp., , 26344, , 
, , , , , , , , 
, , , , Best Practices, , 451, , 
, , , , Supervisory Comp, , 1148, , 
, , , , , , , , 
, , Incentive Pay as % of Regular Comp., , , , 0.263, , 
, , , , Cumulative BP $, , 908, , 
, , Cumulative Best  ----------, , Cumulative Workers, , 2271, , 
, ,   Practices, , Cumulative Pairs, , 9493, , 
, , , ,   $ Per Worker, , 400, , 
, , , ,   $ Per Pair, , 0.1, , 
, , , , , , , , 
, , Prior Year -------------------, , Worker Productivity, , 3500, , 
, , , , Number of Workers, , 1143, , 
, , , , Number of Supervisors, , 29, , 
, , , , , , , , 
, , Curretn Year ---------------, , Worker Productivity, , 3547, , 
, , , , Number of Workers, , 1128, , 
, , , , Number of Supervisors, , 45, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Branded, Global Materials Costs ----------------, , , Standard, 5.58, , 
  AND, Production, , , , Superior, 15.43, , 
WORKFORCE, Costs, Materials Cost Impact from Best Practices, , , , 0, , 
Asia-Pacific, , , , , , , , 
, , Branded Cost Allocation %, , , , 0.928, , 
, , , , , , , , 
, , $000s ------------, Materials Costs -------------, , Standard, 9939, , 
, , , , , Superior, 41226, , 
, , , , ,   Total, 51165, , 
, , , Labor Costs, , , 24068, , 
, , , Best Practices Training, , , 419, , 
, , , Supervisory Costs, , , 1065, , 
, , , Enhanced Styling/Features, , , 2400, , 
, , , TQM/6-Sigma Program, , , 4898, , 
, , , Production Run Setup, , , 3250, , 
, , , Facilities Maintenance, , , 3851, , 
, , , Depreciation Expense, , , 7990, , 
, , , , , , , , 
, , ,   Total Production Costs, , , 99106, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, S/Q Rating, S/Q Variables ---------------, , Superior Materiasl %, , 0.6, , 
  AND,   (Branded), , , Style/Feat per Model, , 16, , 
WORKFORCE, , , , TQM ----------, Current, 1.1, , 
Asia-Pacific, , , , , GTD Avg, 1.1, , 
, , , , Avg BP per Worker, , 800, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (1/0), , 0, , 
, , , , , , , , 
, , S/Q Points ---------------, , Superior Materiasl %, , 23.6, , 
, , , , Style/Feat per Model, , 8.5, , 
, , , , TQM ----------, Current, 4.4, , 
, , , , , Cumulate, 9, , 
, , , , Avg BP per Worker, , 1.6, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (points), , 0, , 
, , , , , , , , 
, , , , Total S/Q Points, , 47.1, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Reject Rate, Reject Rate ------------------, , Number of Models, , 150, , 
  AND,   (Branded),   Variables, , TQM (GTD Avg), , 1.1, , 
WORKFORCE, , , , Incentive Pay ($/pr), , 1.5, , 
Asia-Pacific, , , , Avg BP Per Pair, , 800, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade A (0/1), , 0, , 
, , , , , , , , 
, , Reject Rate ---------------, , Number of Models, , -0.005, , 
, ,   Percentages, , TQM (GTD Avg), , 0.025, , 
, , , , Incentive Pay ($/pr), , 0.01, , 
, , , , Avg BP Per Pair, , 0.024, , 
, , , , New Equipment %, , 0.02, , 
, , , , Upgrade A (mult), , 1, , 
, , , , , , , , 
, , , , Reject Rate %, , 0.074, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Productivity, Industry --------------------, , Comp -----------, Base, 12216, , 
  AND, ,   Averages, , $/worker, Incent, 1573, , 
WORKFORCE, , , , , Fringe, 2414, , 
Asia-Pacific, , , , ,   Tot Reg, 16203, , 
, , , , , OT Pay, 2875, , 
, , , , ,   Tot Comp, 19078, , 
, , , , Supervisory Salary, , 25300, , 
, , , , Incent as % of Reg, , 0.097, , 
, , , , Base Productivity, , 3483, , 
, , , , Current Productivity, , 3641, , 
, , Productivity ---------------, , Wage Change %, , 0.02, , 
, ,   Variables, , Incentive -----------, $/Worker, 4719, , 
, , , ,   Pay, Reg Comp, 18495, , 
, , , , ,  % of Reg, 0.255, , 
, , , , Reg Comp % IndAvg, , 1.14, , 
, , , , Fringe % Reg Comp, , 0.083, , 
, , , , Best Prac $/Worker, , 400, , 
, , , , Number of Models, , 150, , 
, , , , Supervisory Ratio, , 25, , 
, , , , Sup Sal % Ind Avg, , 1.01, , 
, , , , Upgrade D (0/1), , 0, , 
, , , , OT Pay % of Comp, , 0, , 
, , Productivity ---------------, , Wage Change %, , 0.003, , 
, ,   Percentage, , Incent as % of Reg, , -0.0056, , 
, ,   Adjustments, , Reg Comp % IndAvg, , 0.01, , 
, , , , Fringe % Reg Comp, , 0.0018, , 
, , , , Best Prac $/Worker, , -0.006, , 
, , , , Number of Models, , 0.0075, , 
, , , , Supervisory Ratio, , 0.009, , 
, , , , Sup Sal % Ind Avg, , 0, , 
, , , , Upgrade D (mult), , 0, , 
, , , , OT Pay % of Comp, , 0, , 
, , Worker ----------------------, , Beginning Base, , 3478, , 
, ,   Productivity, , New Base, , 3468, , 
, , , , Current-Year , , 3547, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Private-Label, Private-Label Cost Allocation %, , , , 0.072, , 
  AND,   Production, , , , , , , 
WORKFORCE,   Costs, $000s ------------, Materials Costs -------------, , Standard, 1433, , 
Asia-Pacific, , , , , Superior, 1392, , 
, , , , ,   Total, 2825, , 
, , , Labor Costs, , , 2276, , 
, , , Best Practices Training, , , 32, , 
, , , Supervisory Costs, , , 83, , 
, , , Enhanced Styling/Features, , , 1000, , 
, , , TQM/6-Sigma Program, , , 382, , 
, , , Production Run Setup, , , 500, , 
, , , Facilities Maintenance, , , 299, , 
, , , Depreciation Expense, , , 620, , 
, , , , , , , , 
, , ,   Total Production Costs, , , 8017, , 
, , ,     Per Pair Produced, , , 25.21, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, S/Q Rating, S/Q Variables ---------------, , Superior Materiasl %, , 0.26, , 
  AND, (Private-Label), , , Style/Feat per Model, , 10, , 
WORKFORCE, , , , TQM ----------, Current, 1.1, , 
Asia-Pacific, , , , , GTD Avg, 1.1, , 
, , , , Avg BP per Worker, , 800, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (1/0), , 0, , 
, , , , , , , , 
, , S/Q Points ---------------, , Superior Materiasl %, , 12.7, , 
, , , , Style/Feat per Model, , 3.4, , 
, , , , TQM ----------, Current, 4.4, , 
, , , , , Cumulate, 9, , 
, , , , Avg BP per Worker, , 1.6, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (points), , 0, , 
, , , , , , , , 
, , , , Total S/Q Points, , 31.1, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Reject Rate, Reject Rate ------------------, , Number of Models, , 100, , 
  AND, (Private-Label),   Variables, , TQM (GTD Avg), , 1.1, , 
WORKFORCE, , , , Incentive Pay ($/pr), , 1.5, , 
Asia-Pacific, , , , Avg BP Per Pair, , 800, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade A (0/1), , 0, , 
, , , , , , , , 
, , Reject Rate ---------------, , Number of Models, , 0.004, , 
, ,   Percentages, , TQM (GTD Avg), , 0.025, , 
, , , , Incentive Pay ($/pr), , 0.01, , 
, , , , Avg BP Per Pair, , 0.024, , 
, , , , New Equipment %, , 0.02, , 
, , , , Upgrade A (mult), , 1, , 
, , , , , , , , 
, , , , Reject Rate %, , 0.083, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Production, Branded -----------, Pairs -----------, Regular Time, , 0, , 
  AND, Statistics, ,   Prod, Overtime, , 0, , 
WORKFORCE, , , , Rejected, , 0, , 
Latin America, , , ,   Net Production, , 0, , 
, , , , , , , , 
, , , S/Q Rating of Pairs Produced, , , 0, , 
, , , Number of Models Produced, , , 0, , 
, , , , , , , , 
, , Capability Remaining for P-Label (pairs), , , , 0, , 
, , , , , , , , 
, , , Reject Rate (%), , , 0, , 
, , , Cost of Rejects-----------, , $000s, 0, , 
, , , , , $/pair, 0, , 
, , , , , , , , 
, , P-Label ------------, Pairs -----------, Regular Time, , 0, , 
, , ,   Prod, Overtime, , 0, , 
, , , , Rejected, , 0, , 
, , , ,   Net Production, , 0, , 
, , , , , , , , 
, , , S/Q Rating of Pairs Produced, , , 0, , 
, , , Number of Models Produced, , , 0, , 
, , , , , , , , 
, , , Reject Rate (%), , , 0, , 
, , , Cost of Rejects-----------, , $000s, 0, , 
, , , , , $/pair, 0, , 
, , , , , , , , 
, , Production Capability (000s w/o OT), , , , 0, , 
, , Total Pairs Produced (000s), , , , 0, , 
, , Utilization of Production Capability (%), , , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Workforce, Minimum Annual Base Wage, , , , 12000, , 
  AND, Statistics, , , , , , , 
WORKFORCE, , Compen ---------, Annual ------, Base Wages, , 0, , 
Latin America, ,   sation,   ($/worker), Incentive Pay, , 0, , 
, , , , Fringe Benefits, , 0, , 
, , , ,   Regular Comp., , 0, , 
, , , , Overtime Pay, , 0, , 
, , , ,   Total Comp., , 0, , 
, , , , , , , , 
, , , , Best Practices, , 0, , 
, , , , , , , , 
, , , , Minimum Sup Salary, , 25000, , 
, , , , Supervisory Comp, , 0, , 
, , , , , , , , 
, , , Total ---------, Base Wages, , 0, , 
, , ,   Cost, Incentive Pay, , 0, , 
, , ,   ($000s), Fringe Benefits, , 0, , 
, , , ,   Regular Comp., , 0, , 
, , , , Overtime Pay, , 0, , 
, , , ,   Total Comp., , 0, , 
, , , , , , , , 
, , , , Best Practices, , 0, , 
, , , , Supervisory Comp, , 0, , 
, , , , , , , , 
, , Incentive Pay as % of Regular Comp., , , , 0, , 
, , , , Cumulative BP $, , 0, , 
, , Cumulative Best  ----------, , Cumulative Workers, , 0, , 
, ,   Practices, , Cumulative Pairs, , 0, , 
, , , ,   $ Per Worker, , 0, , 
, , , ,   $ Per Pair, , 0, , 
, , , , , , , , 
, , Prior Year -------------------, , Worker Productivity, , 0, , 
, , , , Number of Workers, , 0, , 
, , , , Number of Supervisors, , 0, , 
, , , , , , , , 
, , Curretn Year ---------------, , Worker Productivity, , 0, , 
, , , , Number of Workers, , 0, , 
, , , , Number of Supervisors, , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, Branded, Global Materials Costs ----------------, , , Standard, 5.58, , 
  AND, Production, , , , Superior, 15.43, , 
WORKFORCE, Costs, Materials Cost Impact from Best Practices, , , , 0, , 
Latin America, , , , , , , , 
, , Branded Cost Allocation %, , , , 1, , 
, , , , , , , , 
, , $000s ------------, Materials Costs -------------, , Standard, 0, , 
, , , , , Superior, 0, , 
, , , , ,   Total, 0, , 
, , , Labor Costs, , , 0, , 
, , , Best Practices Training, , , 0, , 
, , , Supervisory Costs, , , 0, , 
, , , Enhanced Styling/Features, , , 0, , 
, , , TQM/6-Sigma Program, , , 0, , 
, , , Production Run Setup, , , 0, , 
, , , Facilities Maintenance, , , 0, , 
, , , Depreciation Expense, , , 0, , 
, , , , , , , , 
, , ,   Total Production Costs, , , 0, , 
, , , , , , , , 
, , , , , , , , 
, , , , , , , , 
PRODUCTION, S/Q Rating, S/Q Variables ---------------, , Superior Materiasl %, , 0, , 
  AND,   (Branded), , , Style/Feat per Model, , 0, , 
WORKFORCE, , , , TQM ----------, Current, 0, , 
Latin America, , , , , GTD Avg, 0, , 
, , , , Avg BP per Worker, , 0, , 
, , , , New Equipment %, , 0, , 
, , , , Upgrade C (1/0), , 0, , 
